1 3859696
2 2079416
3 1402059
4 1051792
5 839347
6 700739
7 606173
8 530642
9 523399
10 497612
11 406938
12 374792
13 443954
14 408714
15 374893
16 394064
17 349416
18 381772
19 335871
20 314294
21 297896
22 311478
23 314781
24 296869
25 294890
26 277019
27 279538
28 279942
29 265787
30 266132
